0.00691779	-0.0030679	0.00015329	-0.00564486
0.00852839	0.00015329	0.00079753	-0.00661121
0.0053072	-0.00339002	0.00079753	-0.00339002
0.00208601	-0.00500062	0.00176389	0.00562932
-0.00274578	-0.0030679	-0.00081307	0.00047541
0.00047541	-0.00532274	0.00401872	0.00466296
0.00240812	-0.00371214	0.00337448	0.00337448
-0.00016883	0.00401872	-0.00403426	0.00337448
0.00273024	0.00208601	-0.00242366	-0.00339002
0.00176389	-0.00113519	0.00337448	-0.0030679
-0.00049095	0.00015329	0.00111965	0.00111965
0.00047541	-0.00339002	0.00079753	-0.00854393
-0.00081307	0.0036966	-0.00113519	-0.01176512
-0.00242366	0.00659567	-0.00500062	-0.00532274
-0.00564486	0.00079753	-0.00177943	-0.00016883
-0.00661121	0.00498508	-0.00113519	0.00466296
-0.00145731	0.00305236	0.00273024	0.00208601
-0.00242366	0.00208601	-0.00081307	0.00015329
-0.00500062	0.00273024	-0.00403426	-0.00145731
-0.01112088	0.00176389	0.00015329	-0.00725545
-0.00854393	0.00047541	-0.00177943	0.0036966
-0.0046785	-0.00177943	-0.00016883	0.01625925
-0.00757757	-0.00274578	0.00305236	-0.00210154
-0.00628909	-0.00854393	0.00240812	0.00015329
-0.00403426	-0.00725545	0.00273024	0.00176389
-0.00210154	-0.00628909	0.00240812	0.00176389
-0.00596698	-0.00081307	0.00047541	0.00079753
0.00627356	-0.00661121	0.00273024	-0.00016883
0.01497078	-0.00564486	0.00305236	-0.00016883
0.01142746	0.0036966	0.00208601	-0.00049095
0.01303806	0.00208601	0.00015329	-0.00081307
0.00434084	0.00015329	0.00111965	0.00047541
0.00949475	0.0036966	0.00015329	0.00466296
0.00723991	0.00917263	-0.00081307	0.00498508
0.00111965	0.00595144	-0.00210154	0.00176389
-0.00145731	0.0053072	-0.00242366	-0.00049095
0.00176389	0.0036966	-0.00242366	0.00144177
-0.0030679	0.0036966	-0.00532274	0.0053072
-0.00242366	0.00079753	-0.00274578	-0.00081307
-0.00210154	0.00015329	-0.00564486	0.00111965
-0.00403426	0.00176389	-0.00789969	-0.00016883
-0.0030679	-0.00049095	-0.00049095	0.00015329
0.00305236	-0.0030679	0.00273024	0.00208601
0.00852839	-0.0030679	-0.00113519	0.00401872
0.00820627	-0.0030679	-0.00274578	-0.00403426
0.00466296	-0.00113519	-0.00371214	-0.00951029
-0.00274578	-0.00113519	-0.0046785	-0.00274578
-0.00339002	-0.00177943	-0.0046785	0.01464866
-0.00918817	-0.00210154	0.00337448	0.01046111
-0.01337572	0.00273024	0.00015329	0.00627356
-0.00757757	0.00208601	0.00111965	-0.00016883
-0.01337572	0.00466296	-0.00210154	0.00981687
-0.00274578	-0.00049095	-0.0030679	0.0036966
-0.0030679	0.00079753	0.00079753	-0.00435638
0.00208601	-0.00145731	0.00434084	-0.01369784
