0	-1
0.002855989	-1
0.005711956	-1
0.008567875	-1
0.011423725	-1
0.014279481	-1
0.017135121	-1
0.019990622	-1
0.022845959	-1
0.02570111	-1
0.028556051	-1
0.031410759	-1
0.034265211	-1
0.037119384	-1
0.039973254	-1
0.042826797	-1
0.045679992	-1
0.048532814	-1
0.05138524	-1
0.054237246	-1
0.057088811	-1
0.05993991	-1
0.06279052	-1
0.065640617	-1
0.06849018	-1
0.071339183	-1
0.074187605	-1
0.077035422	-1
0.07988261	-1
0.082729147	-1
0.085575008	-1
0.088420172	-1
0.091264615	-1
0.094108313	-1
0.096951244	-1
0.099793384	-1
0.10263471	-1
0.105475198	-1
0.108314827	-1
0.111153572	-1
0.11399141	-1
0.116828318	-1
0.119664274	-1
0.122499253	-1
0.125333234	-1
0.128166192	-1
0.130998104	-1
0.133828948	-1
0.136658701	-1
0.139487338	-1
0.142314838	-1
0.145141177	-1
0.147966333	-1
0.150790281	-1
0.153613	-1
0.156434465	-1
0.159254655	-1
0.162073545	-1
0.164891114	-1
0.167707337	-1
0.170522193	-1
0.173335657	-1
0.176147708	-1
0.178958322	-1
0.181767477	-1
0.184575148	-1
0.187381315	-1
0.190185952	-1
0.192989039	-1
0.195790551	-1
0.198590467	-1
0.201388762	-1
0.204185415	-1
0.206980402	-1
0.209773702	-1
0.21256529	-1
0.215355144	-1
0.218143241	-1
0.22092956	-1
0.223714076	-1
0.226496767	-1
0.229277611	-1
0.232056585	-1
0.234833666	-1
0.237608832	-1
0.240382059	-1
0.243153326	-1
0.24592261	-1
0.248689887	-1
0.251455136	-1
0.254218334	-1
0.256979459	-1
0.259738487	-1
0.262495397	-1
0.265250165	-1
0.26800277	-1
0.270753189	-1
0.2735014	-1
0.27624738	-1
0.278991106	-1
0.281732557	-1
0.28447171	-1
0.287208542	-1
0.289943032	-1
0.292675157	-1
0.295404894	-1
0.298132222	-1
0.300857118	-1
0.303579561	-1
0.306299527	-1
0.309016994	-1
0.311731941	-1
0.314444346	-1
0.317154185	-1
0.319861438	-1
0.322566082	-1
0.325268094	-1
0.327967454	-1
0.330664138	-1
0.333358125	-1
0.336049393	-1
0.33873792	-1
0.341423684	-1
0.344106663	-1
0.346786836	-1
0.34946418	-1
0.352138673	-1
0.354810294	-1
0.357479021	-1
0.360144832	-1
0.362807705	-1
0.36546762	-1
0.368124553	-1
0.370778483	-1
0.373429389	-1
0.37607725	-1
0.378722042	-1
0.381363746	-1
0.384002339	-1
0.386637799	-1
0.389270106	-1
0.391899238	-1
0.394525173	-1
0.397147891	-1
0.399767368	-1
0.402383585	-1
0.40499652	-1
0.407606152	-1
0.410212459	-1
0.412815419	-1
0.415415013	-1
0.418011218	-1
0.420604014	-1
0.423193379	-1
0.425779292	-1
0.428361732	-1
0.430940678	-1
0.433516109	-1
0.436088003	-1
0.438656341	-1
0.441221101	-1
0.443782262	-1
0.446339803	-1
0.448893704	-1
0.451443943	-1
0.4539905	-1
0.456533353	-1
0.459072483	-1
0.461607869	-1
0.464139489	-1
0.466667323	-1
0.469191351	-1
0.471711552	-1
0.474227905	-1
0.47674039	-1
0.479248987	-1
0.481753674	-1
0.484254432	-1
0.48675124	-1
0.489244078	-1
0.491732925	-1
0.494217761	-1
0.496698566	-1
0.499175319	-1
0.501648001	-1
0.504116591	-1
0.50658107	-1
0.509041416	-1
0.51149761	-1
0.513949632	-1
0.516397462	-1
0.518841079	-1
0.521280465	-1
0.523715599	-1
0.526146461	-1
0.528573031	-1
0.53099529	-1
0.533413218	-1
0.535826795	-1
0.538236001	-1
0.540640817	-1
0.543041224	-1
0.545437201	-1
0.547828729	-1
0.550215788	-1
0.552598359	-1
0.554976424	-1
0.557349961	-1
0.559718952	-1
0.562083378	-1
0.564443219	-1
0.566798456	-1
0.56914907	-1
0.571495041	-1
0.573836351	-1
0.57617298	-1
0.57850491	-1
0.580832121	-1
0.583154594	-1
0.585472311	-1
0.587785252	-1
0.590093399	-1
0.592396733	-1
0.594695234	-1
0.596988885	-1
0.599277667	-1
0.60156156	-1
0.603840546	-1
0.606114607	-1
0.608383725	-1
0.61064788	-1
0.612907054	-1
0.615161228	-1
0.617410385	-1
0.619654506	-1
0.621893573	-1
0.624127567	-1
0.62635647	-1
0.628580265	-1
0.630798932	-1
0.633012454	-1
0.635220812	-1
0.63742399	-1
0.639621968	-1
0.641814729	-1
0.644002254	-1
0.646184527	-1
0.648361529	-1
0.650533243	-1
0.65269965	-1
0.654860734	-1
0.657016476	-1
0.659166859	-1
0.661311865	-1
0.663451478	-1
0.665585678	-1
0.66771445	-1
0.669837775	-1
0.671955637	-1
0.674068018	-1
0.6761749	-1
0.678276268	-1
0.680372102	-1
0.682462387	-1
0.684547106	-1
